[0mroot [6] TPulse->Scan("trigtime:time:ToT"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"trigtime:time:ToT"[0m[38;5;83m[1m)
[0m***********************************************************
*    Row   * Instance *  trigtime *      time *       ToT *
*     6309 *        0 *         0 *      4234 *        83 *
*     6310 *        0 *         0 *      4237 *        83 *
*     6311 *        0 *         0 *      4233 *        84 *
*     6312 *        0 *         0 *      4238 *        83 *
*     6313 *        0 *         0 *      4239 *        83 *
*     6314 *        0 *         0 *      4238 *        84 *
*     6315 *        0 *         0 *      4235 *        84 *
*     6316 *        0 *         0 *      4237 *        83 *
*     6317 *        0 *         0 *      4238 *        83 *
*     6318 *        0 *         0 *      4232 *        83 *
*     6319 *        0 *         0 *      4233 *        83 *
*     6320 *        0 *         0 *      4237 *        83 *
*     6321 *        0 *         0 *      4233 *        83 *
*     6322 *        0 *         0 *      4232 *        83 *
*     6323 *        0 *         0 *      4234 *        83 *
*     6324 *        0 *         0 *      4232 *        83 *
*     6325 *        0 *         0 *      4236 *        83 *
*     6326 *        0 *         0 *      4233 *        83 *
*     6327 *        0 *         0 *      4233 *        84 *
*     6328 *        0 *         0 *      4237 *        83 *
*     6329 *        0 *         0 *      4238 *        83 *
*     6330 *        0 *         0 *      4237 *        83 *
*     6331 *        0 *         0 *      4234 *        84 *
*     6332 *        0 *         0 *      4238 *        84 *
*     6333 *        0 *         0 *      4238 *        83 *
*     6334 *        0 *         0 *      4233 *        83 *
*     6335 *        0 *         0 *      4233 *        84 *
*     6335 *        1 *         0 *      4322 *        83 *
*     6336 *        0 *         0 *      4237 *        83 *
*     6337 *        0 *         0 *      4235 *        83 *
*     6338 *        0 *         0 *      4239 *        83 *
*     6339 *        0 *         0 *      4235 *        83 *
*     6340 *        0 *         0 *      4236 *        83 *
*     6341 *        0 *         0 *      4235 *        83 *
*     6342 *        0 *         0 *      4234 *        83 *
*     6343 *        0 *         0 *      4234 *        83 *
*     6344 *        0 *         0 *      4236 *        83 *
*     6345 *        0 *         0 *      4236 *        83 *
*     6346 *        0 *         0 *      4239 *        83 *
*     6347 *        0 *         0 *      4236 *        83 *
*     6348 *        0 *         0 *      4237 *        84 *
*     6349 *        0 *         0 *      4232 *        83 *
*     6350 *        0 *         0 *      4239 *        83 *
*     6351 *        0 *         0 *      4238 *        83 *
*     6352 *        0 *         0 *      4239 *        83 *
*     6353 *        0 *         0 *      4234 *        83 *
*     6354 *        0 *         0 *      4234 *        83 *
*     6355 *        0 *         0 *      4235 *        83 *
*     6356 *        0 *         0 *      4237 *        84 *
*     6357 *        0 *         0 *      4233 *        83 *
*     6358 *        0 *         0 *      4236 *        83 *
*     6359 *        0 *         0 *      4232 *        84 *
*     6360 *        0 *         0 *      4571 *        83 *
*     6360 *        1 *         0 *      4909 *        84 *
*     6361 *        0 *         0 *      4233 *        83 *
*     6362 *        0 *         0 *      4235 *        84 *
*     6363 *        0 *         0 *      4236 *        84 *
*     6364 *        0 *         0 *      4232 *        84 *
*     6365 *        0 *         0 *      4233 *        84 *
*     6366 *        0 *         0 *      4237 *        83 *
*     6367 *        0 *         0 *      4232 *        83 *
*     6368 *        0 *         0 *      4236 *        83 *
*     6369 *        0 *         0 *      4233 *        84 *
*     6370 *        0 *         0 *      4238 *        83 *
*     6371 *        0 *         0 *      4234 *        84 *
*     6372 *        0 *         0 *      4232 *        83 *
*     6373 *        0 *         0 *      4234 *        84 *
*     6374 *        0 *         0 *      4235 *        83 *
*     6375 *        0 *         0 *      4238 *        83 *
*     6376 *        0 *         0 *      4236 *        83 *
*     6377 *        0 *         0 *      4237 *        83 *
*     6378 *        0 *         0 *      4237 *        83 *
*     6379 *        0 *         0 *      4234 *        83 *
*     6380 *        0 *         0 *      4237 *        83 *
*     6381 *        0 *         0 *      4233 *        84 *
*     6382 *        0 *         0 *      4233 *        83 *
*     6382 *        1 *         0 *      4317 *        80 *
*     6383 *        0 *         0 *      4231 *        84 *
*     6384 *        0 *         0 *      4239 *        83 *
*     6385 *        0 *         0 *      4237 *        83 *
*     6386 *        0 *         0 *      4236 *        83 *
*     6387 *        0 *         0 *      4235 *        84 *
*     6388 *        0 *         0 *      4237 *        83 *
*     6389 *        0 *         0 *      4237 *        83 *
*     6390 *        0 *         0 *      4238 *        83 *
*     6391 *        0 *         0 *      4236 *        84 *
*     6392 *        0 *         0 *      4235 *        83 *
*     6393 *        0 *         0 *      4235 *        84 *
*     6394 *        0 *         0 *      4234 *        83 *
*     6395 *        0 *         0 *      4233 *        83 *
*     6396 *        0 *         0 *      4236 *        84 *
*     6397 *        0 *         0 *      4239 *        83 *
*     6398 *        0 *         0 *      4235 *        84 *
*     6399 *        0 *         0 *      4235 *        83 *
*     6400 *        0 *         0 *      4238 *        83 *
*     6401 *        0 *         0 *      4233 *        84 *
*     6402 *        0 *         0 *      4235 *        83 *
*     6403 *        0 *         0 *      4235 *        84 *
*     6404 *        0 *         0 *      4239 *        83 *
*     6405 *        0 *         0 *      4232 *        83 *
*     6406 *        0 *         0 *      4235 *        84 *
*     6407 *        0 *         0 *      4233 *        84 *
*     6407 *        1 *         0 *      4365 *        83 *
*     6408 *        0 *         0 *      4238 *        83 *
*     6409 *        0 *         0 *      4235 *        83 *
*     6410 *        0 *         0 *      4233 *        83 *
*     6411 *        0 *         0 *      4236 *        84 *
*     6412 *        0 *         0 *      4236 *        83 *
*     6413 *        0 *         0 *      4238 *        83 *
*     6414 *        0 *         0 *      4236 *        83 *
*     6415 *        0 *         0 *      4239 *        83 *
*     6416 *        0 *         0 *      4239 *        83 *
*     6417 *        0 *         0 *      1016 *        83 *
*     6417 *        1 *         0 *      6124 *        83 *
*     6418 *        0 *         0 *      4239 *        83 *
*     6419 *        0 *         0 *      4234 *        83 *
*     6420 *        0 *         0 *      4238 *        84 *
*     6421 *        0 *         0 *      4233 *        83 *
*     6422 *        0 *         0 *      4239 *        83 *
*     6423 *        0 *         0 *      4237 *        83 *
*     6424 *        0 *         0 *      4234 *        83 *
*     6425 *        0 *         0 *      4237 *        83 *
*     6426 *        0 *         0 *      4233 *        83 *
*     6427 *        0 *         0 *      4233 *        83 *
*     6428 *        0 *         0 *      4237 *        83 *
*     6429 *        0 *         0 *      4236 *        83 *
*     6430 *        0 *         0 *      4235 *        83 *
*     6431 *        0 *         0 *      4234 *        83 *
*     6432 *        0 *         0 *      4239 *        83 *
*     6433 *        0 *         0 *      4233 *        83 *
*     6434 *        0 *         0 *      4235 *        83 *
*     6435 *        0 *         0 *      4235 *        83 *
*     6436 *        0 *         0 *      4235 *        83 *
*     6437 *        0 *         0 *      4238 *        83 *
*     6438 *        0 *         0 *      4236 *        83 *
*     6439 *        0 *         0 *      4237 *        83 *
*     6440 *        0 *         0 *      4234 *        83 *
*     6441 *        0 *         0 *      4231 *        83 *
*     6442 *        0 *         0 *      4237 *        84 *
*     6443 *        0 *         0 *      4234 *        84 *
*     6444 *        0 *         0 *      4232 *        83 *
*     6445 *        0 *         0 *      4236 *        84 *
*     6446 *        0 *         0 *      4232 *        83 *
*     6447 *        0 *         0 *      4232 *        83 *
*     6448 *        0 *         0 *      4235 *        83 *
*     6449 *        0 *         0 *      4236 *        83 *
*     6450 *        0 *         0 *      4234 *        84 *
*     6451 *        0 *         0 *      4237 *        83 *
*     6452 *        0 *         0 *      4239 *        83 *
*     6453 *        0 *         0 *      4238 *        84 *
*     6454 *        0 *         0 *      4237 *        83 *
*     6455 *        0 *         0 *      4238 *        83 *
*     6456 *        0 *         0 *      4236 *        83 *
*     6457 *        0 *         0 *      4238 *        83 *
*     6458 *        0 *         0 *      4232 *        83 *
*     6459 *        0 *         0 *      4236 *        83 *
*     6460 *        0 *         0 *      4236 *        84 *
*     6461 *        0 *         0 *      4238 *        83 *
*     6462 *        0 *         0 *      4237 *        83 *
*     6463 *        0 *         0 *      4239 *        83 *
*     6464 *        0 *         0 *      4236 *        84 *
*     6465 *        0 *         0 *      4233 *        83 *
*     6466 *        0 *         0 *      4234 *        83 *
*     6467 *        0 *         0 *      4238 *        84 *
*     6468 *        0 *         0 *      4236 *        83 *
*     6469 *        0 *         0 *      4234 *        83 *
*     6470 *        0 *         0 *      4239 *        83 *
*     6471 *        0 *         0 *      4236 *        83 *
*     6472 *        0 *         0 *      4235 *        83 *
*     6473 *        0 *         0 *      4238 *        83 *
*     6474 *        0 *         0 *      4234 *        83 *
*     6475 *        0 *         0 *      4235 *        83 *
*     6476 *        0 *         0 *      4236 *        83 *
